Municipios;País de nacimiento;Sexo;Periodo;Total
52001 Melilla;Colombia;Mujeres;1 de enero de 2016;79
52001 Melilla;Colombia;Mujeres;1 de enero de 2015;85
52001 Melilla;Cuba;Total;1 de enero de 2020;43
52001 Melilla;Cuba;Total;1 de enero de 2019;48
52001 Melilla;Cuba;Total;1 de enero de 2018;52
52001 Melilla;Cuba;Total;1 de enero de 2017;47
52001 Melilla;Cuba;Total;1 de enero de 2016;41
52001 Melilla;Cuba;Total;1 de enero de 2015;35
52001 Melilla;Cuba;Hombres;1 de enero de 2020;14
52001 Melilla;Cuba;Hombres;1 de enero de 2019;15
52001 Melilla;Cuba;Hombres;1 de enero de 2018;16
52001 Melilla;Cuba;Hombres;1 de enero de 2017;17
52001 Melilla;Cuba;Hombres;1 de enero de 2016;17
52001 Melilla;Cuba;Hombres;1 de enero de 2015;13
52001 Melilla;Cuba;Mujeres;1 de enero de 2020;29
52001 Melilla;Cuba;Mujeres;1 de enero de 2019;33
52001 Melilla;Cuba;Mujeres;1 de enero de 2018;36
52001 Melilla;Cuba;Mujeres;1 de enero de 2017;30
52001 Melilla;Cuba;Mujeres;1 de enero de 2016;24
52001 Melilla;Cuba;Mujeres;1 de enero de 2015;22
52001 Melilla;Chile;Total;1 de enero de 2020;26
52001 Melilla;Chile;Total;1 de enero de 2019;21
52001 Melilla;Chile;Total;1 de enero de 2018;22
52001 Melilla;Chile;Total;1 de enero de 2017;22
52001 Melilla;Chile;Total;1 de enero de 2016;19
52001 Melilla;Chile;Total;1 de enero de 2015;18
52001 Melilla;Chile;Hombres;1 de enero de 2020;15
52001 Melilla;Chile;Hombres;1 de enero de 2019;9
52001 Melilla;Chile;Hombres;1 de enero de 2018;9
52001 Melilla;Chile;Hombres;1 de enero de 2017;9
52001 Melilla;Chile;Hombres;1 de enero de 2016;6
52001 Melilla;Chile;Hombres;1 de enero de 2015;7
52001 Melilla;Chile;Mujeres;1 de enero de 2020;11
52001 Melilla;Chile;Mujeres;1 de enero de 2019;12
52001 Melilla;Chile;Mujeres;1 de enero de 2018;13
52001 Melilla;Chile;Mujeres;1 de enero de 2017;13
52001 Melilla;Chile;Mujeres;1 de enero de 2016;13
52001 Melilla;Chile;Mujeres;1 de enero de 2015;11
52001 Melilla;Ecuador;Total;1 de enero de 2020;62
52001 Melilla;Ecuador;Total;1 de enero de 2019;71
52001 Melilla;Ecuador;Total;1 de enero de 2018;72
52001 Melilla;Ecuador;Total;1 de enero de 2017;70
52001 Melilla;Ecuador;Total;1 de enero de 2016;88
52001 Melilla;Ecuador;Total;1 de enero de 2015;91
52001 Melilla;Ecuador;Hombres;1 de enero de 2020;37
52001 Melilla;Ecuador;Hombres;1 de enero de 2019;44
52001 Melilla;Ecuador;Hombres;1 de enero de 2018;44
52001 Melilla;Ecuador;Hombres;1 de enero de 2017;40
52001 Melilla;Ecuador;Hombres;1 de enero de 2016;51
52001 Melilla;Ecuador;Hombres;1 de enero de 2015;55
52001 Melilla;Ecuador;Mujeres;1 de enero de 2020;25
52001 Melilla;Ecuador;Mujeres;1 de enero de 2019;27
52001 Melilla;Ecuador;Mujeres;1 de enero de 2018;28
52001 Melilla;Ecuador;Mujeres;1 de enero de 2017;30
52001 Melilla;Ecuador;Mujeres;1 de enero de 2016;37
52001 Melilla;Ecuador;Mujeres;1 de enero de 2015;36
52001 Melilla;Paraguay;Total;1 de enero de 2020;5
52001 Melilla;Paraguay;Total;1 de enero de 2019;4
52001 Melilla;Paraguay;Total;1 de enero de 2018;5
52001 Melilla;Paraguay;Total;1 de enero de 2017;7
52001 Melilla;Paraguay;Total;1 de enero de 2016;6
52001 Melilla;Paraguay;Total;1 de enero de 2015;6
52001 Melilla;Paraguay;Hombres;1 de enero de 2020;3
52001 Melilla;Paraguay;Hombres;1 de enero de 2019;2
52001 Melilla;Paraguay;Hombres;1 de enero de 2018;2
52001 Melilla;Paraguay;Hombres;1 de enero de 2017;4
